com.mitula.homes.mvp.presenters.AdsPresenter:  void  dependencyDomainInjection(com.mitula.homes.di.DomainComponent)	com.mitula.homes.di.DaggerDomainComponent:  void  inject(com.mitula.homes.mvp.presenters.AdsPresenter)
com.mitula.views.activities.BaseNativeDetailActivity:  void  onCreate(android.os.Bundle)	com.mitula.views.activities.BaseActionBarActivity:  void  setupActionBar()
com.mitula.mobile.model.entities.v3.cars.MileageFilter:  void  <init>(com.mitula.mobile.model.entities.v3.cars.MileageFilter)	com.mitula.mobile.model.entities.v3.cars.MileageFilter:  java.lang.Long  getMaxSel()
com.mitula.mobile.model.entities.v3.homes.FilterHomes:  int  hashCode()	com.mitula.mobile.model.entities.v3.homes.FilterHomes:  com.mitula.mobile.model.entities.v3.homes.BathroomNumberFilter  getBathroomNumber()
com.mitula.views.activities.BaseNotificationsSettingsActivity$1:  void  onCheckedChanged(android.widget.CompoundButton,boolean)	com.mitula.mobile.model.entities.v3.common.User:  void  setNotificationsEnabled(java.lang.Boolean)
com.mitula.views.activities.BaseSplashActivity:  java.lang.String  getDefaultLocale(java.lang.String)	com.mitula.homes.views.activities.SplashActivity:  com.mitula.mvp.presenters.BaseInitialPresenter  getInitialPresenter()
com.mitula.homes.views.activities.ListingResultsActivity:  void  onItemClick(int)	com.mitula.views.activities.BaseListingResultsActivity:  void  onItemClick(int,android.content.Intent)
com.mitula.homes.views.subviews.FilterAreaView:  void  <init>(android.view.ViewGroup,com.mitula.mobile.model.entities.v3.homes.AreaFilter,com.mitula.mobile.model.entities.v3.common.Country,com.mitula.views.listeners.FilterChangeListener)	com.mitula.views.subviews.RangeBarView:  void  <init>(android.view.ViewGroup,int,com.mitula.views.listeners.FilterChangeListener,java.lang.Integer,boolean)
com.mitula.views.activities.BaseSavedActivity:  void  showError(com.mitula.mobile.model.entities.v3.common.Status)	com.mitula.views.activities.ErrorHandlingActivity:  void  handleError(com.mitula.mobile.model.entities.v3.common.Status)
com.mitula.domain.homes.ConfigurationHomesUseCaseController:  void  setSelectedOnlySales(com.mitula.mobile.model.entities.v3.homes.FilterHomes,com.mitula.mobile.model.entities.v3.homes.FilterHomes)	com.mitula.mobile.model.entities.v3.homes.FilterHomes:  com.mitula.mobile.model.entities.v3.common.filter.OnlySalesFilter  getOnlySales()
com.mitula.views.adapters.BaseListingRecyclerAdapter$7:  void  onClick(android.view.View)	com.mitula.views.utils.UI.AnimationUtils:  void  animateLeftToRight(android.view.View,android.view.View)
com.mitula.homes.views.adapters.ListingRecyclerAdapter:  java.lang.CharSequence  getRateTitle()	com.mitula.homes.views.adapters.ListingRecyclerAdapter:  java.lang.String  getPackageName()
com.mitula.views.activities.BaseFavoritesActivity:  void  onResume()	com.mitula.mvp.presenters.Presenter:  void  register()
com.mitula.homes.views.utils.GetNearbyPlacesData$GetNearbyPlacesDataAsyncTask:  void  onPostExecute(java.lang.String)	com.mitula.homes.views.utils.GetNearbyPlacesData$GetNearbyPlacesDataAsyncTask$GooglePlacesDataParser:  void  <init>(com.mitula.homes.views.utils.GetNearbyPlacesData$GetNearbyPlacesDataAsyncTask)
com.mitula.domain.common.location.LastLocationsUseCaseController:  com.mitula.mobile.model.entities.v3.common.Location  getLastLocationByCountry(java.lang.String)	com.mitula.mobile.model.db.FilePersistence:  boolean  isEntityPersisted(java.lang.Object)
com.mitula.domain.common.user.UserUseCaseController:  com.mitula.mobile.model.entities.v3.common.response.UserResponse  getUserResponseSync()	com.mitula.domain.common.SingletonCommon:  void  setUserResponse(com.mitula.mobile.model.entities.v3.common.response.UserResponse)
com.mitula.views.adapters.AboutRecyclerAdapter:  void  setDownloadButtonListener(com.mitula.views.adapters.viewholders.AboutViewHolder,com.mitula.mobile.model.entities.v3.common.AppToShow)	com.mitula.mobile.model.entities.v3.common.AppToShow:  java.lang.Boolean  getAppPublished()
com.mitula.views.subviews.rangebar.CustomRangeBar:  void  setConnectingLineWeight(float)	com.mitula.views.subviews.rangebar.CustomRangeBar:  void  createConnectingLine()
com.mitula.domain.common.search.LastSearchesUseCaseController:  com.mitula.mobile.model.entities.v3.common.SavedSearch  buildNewLastSearch(com.mitula.mobile.model.entities.v3.common.SearchParameters,com.mitula.mobile.model.entities.v3.common.response.SearchResponse,com.mitula.mobile.model.entities.v3.common.Country)	com.mitula.mobile.model.entities.v3.common.SavedSearch:  void  setDate(java.lang.String)
com.mitula.views.fragments.BaseListingFragment:  void  showListingItems(java.util.ArrayList,com.mitula.mvp.presenters.BaseListingPresenter,boolean)	com.mitula.views.adapters.BaseListingRecyclerAdapter:  void  setData(java.util.ArrayList,com.mitula.mvp.presenters.BaseListingPresenter,boolean)
com.mitula.views.custom.MaterialProgressDrawable$Ring:  void  setEndTrim(float)	com.mitula.views.custom.MaterialProgressDrawable$Ring:  void  invalidateSelf()
com.mitula.views.activities.BaseListingResultsActivity:  void  onResume()	com.mitula.views.activities.BaseListingResultsActivity:  void  handleChromeTabsActions()
